OSHPD ID,Manufacturer Name,Date Reported,NDC Number,Drug Product Description,WAC Effective Date,WAC Increase Amount,WAC After Increase,Patent Expiration Date,Drug Source Type,Unit Sales Volume in US,Unit Sales Volume Non-Public Indicator,Cost Increase Factors,Cost Increase Factors Non-Public Indicator,Change Improvement Description,Change Improvement Non-Public Indicator,Acquisition Date,Company Acquired From,Acquisition Price,Acquisition Price Non-Public Indicator,Acquisition Price Comment,WAC at Acquisition,WAC Year Prior to Acquisition,Year Drug Introduced to Market,WAC at Intro to Market,Supporting Documents,General Comments
Rx0000193,"Forte Bio-Pharma, LLC",03/31/2022,72245019310,NALOCET 2.5MG/300MG 100CT TABLETS,01/01/2022,132.19,2776.04,,Non-innovator Multiple Source Drug,4200,,"Forte Bio considers many factors in the pricing of our products including but not limited to constant competition in the marketplace requires frequent reassements of pricing to ensure consistency with current market, market share has a determining factor on our pricing as we determine our pricing structure to ensure our place in the market, patient population contributes to each pricing decision as this helps determine the profitability of the product and the cost to market our products is continuously rising as we need more resources to properly market the products.",,,1,,,,,,,,,,,
Rx0000129,Fresenius Kabi USA LLC,03/31/2022,63323051610,Dexamethasone Sodium Phosphate Inj 100mg 10mL MDV 10 10ML Vials,01/07/2022,12.30,141.50,,Innovator Multiple Source Drug,,1,,1,,1,,,,,,,,,,,
Rx0000129,Fresenius Kabi USA LLC,03/31/2022,63323050601,Dexamethasone Sodium Phosphate Inj 10mg 1mL PF SDV 1 25ML Vial,01/07/2022,14.75,171.25,,Innovator Multiple Source Drug,,1,,1,,1,,,,,,,,,,,
Rx0000129,Fresenius Kabi USA LLC,03/31/2022,63323017302,Gentamicin Inj 20mg 2mL PF MDV 2 25ML Vials,01/07/2022,10.25,117.50,,Innovator Multiple Source Drug,,1,,1,,1,,,,,,,,,,,
Rx0000129,Fresenius Kabi USA LLC,03/31/2022,63323001230,Oxytocin Inj 300USP 30mL MDV 1 Vial,01/07/2022,37.50,432.50,,Single Source Drug,,1,,1,,1,,,,,,,,,,,
Rx0000129,Fresenius Kabi USA LLC,03/31/2022,49230064551,Velphoro 90 Count Per Bottle of 500 MG Oral Tablets Chewable,01/07/2022,57.74,1501.25,,Innovator Multiple Source Drug,,1,,1,,1,,,,,,,,,,,
Rx0000129,Fresenius Kabi USA LLC,03/31/2022,63323048257,Xylocaine (Lidocaine HCl) Inj w EPI 500mg 50mL MDV 25pk Single Vial,01/07/2022,20.50,236.25,,Single Source Drug,,1,,1,,1,,,,,,,,,,,
Rx0000437,Genus Lifesciences Inc.,03/31/2022,64950034245,"Hydrocodone with Homatropine solution, 5mL UD, pack of 40",03/01/2022,84.85,390.00,,Innovator Multiple Source Drug,600,,"Increase in materials, labor and overhead costs",,Continual evaluation of process improvements,,,,,,,,,,,,
Rx0000406,Glaukos Corporation,03/31/2022,25357002503,"Riboflavin 5’-phosphate in 20% dextran ophthalmic solution and riboflavin 5’-phosphate ophthalmic solution, 1.56 mg/mL Photrexa Viscous and 1.46 mg/mL Photrexa, single-use foil pouch, for topical administration",01/01/2022,305.00,3435.00,,Single Source Drug,,1,"In making the decision to increase the price of Photrexa, Glaukos considered the value in cost savings when it comes to direct medical costs as well as the improved quality of life for keratoconus patients, as compared to corneal transplantation. According to a study published in the Journal of Medical Economics in 2020, corneal cross-linking with Photrexa was found to be cost-effective within 2 years and cost-saving within 4.5 years. We also considered the value it provides to patients in terms of its durability and safety profile, and our significant investment in ongoing research and development, reimbursement and patient support programs, noting that approximately 30-35% of our revenue goes to R&D costs.",,No change or improvement in the drug product necessitated the price increase.,,11/21/2019,"Avedro, Inc.",437751000,,"Glaukos Corporation acquired all of the outstanding stock of Avedro, Inc. in a merger transaction. At the closing of the Merger each share of common stock of Avedro, Inc. issued and outstanding immediately prior to the closing was automatically cancelled and converted into the right to receive 0.365 of a share of common stock of Glaukos Corporation. No cash was exchanged. The Acquisition Cost provided in this submission is the fair value of the Glaukos stock issued in the merger transaction.",2850.00,2850.00,2016,595.00,,
Rx0000029,GlaxoSmithKline,03/31/2022,58160097602,BEXSERO 0.5ML Pre-filled Syringe; Dosage form: Injection; 1 Pack,01/01/2022,9.55,200.55,,Single Source Drug,,1,,1,The price increase listed is not related to any identified or claimed change or improvement,,,,,,,,,,,,"Note on Acquisition Fields: This product was acquired by GSK in 2015 which is outside of the 5 year reporting period. Therefore, the following fields related to drug acquisition have been left blank: ACQUISITION_DATE, ACQUIRED_FROM_COMPANY, ACQUISITION_PRICE, ACQUISITION_PRICE_NONPUBLIC, ACQUISITION_PRICE_COMMENT, WAC_AT_ACQUISITION, YEAR_INTRODUCED, WAC_AT_INTRODUCTION."
Rx0000029,GlaxoSmithKline,03/31/2022,58160097620,BEXSERO 0.5ML Pre-filled Syringe; Dosage form: Injection; 10 Pack,01/01/2022,95.50,2005.45,,Single Source Drug,,1,,1,The price increase listed is not related to any identified or claimed change or improvement,,,,,,,,,,,,"Note on Acquisition Fields: This product was acquired by GSK in 2015 which is outside of the 5 year reporting period. Therefore, the following fields related to drug acquisition have been left blank: ACQUISITION_DATE, ACQUIRED_FROM_COMPANY, ACQUISITION_PRICE, ACQUISITION_PRICE_NONPUBLIC, ACQUISITION_PRICE_COMMENT, WAC_AT_ACQUISITION, YEAR_INTRODUCED, WAC_AT_INTRODUCTION."
Rx0000029,GlaxoSmithKline,03/31/2022,58160081912,SHINGRIX 0.5mL Vial; Dosage form: Injection; 1 Pack,01/01/2022,9.56,171.57,,Single Source Drug,,1,,1,The price increase listed is not related to any identified or claimed change or improvement,,,,,,,,,,,,"Note on Acquisition Fields: This drug was developed by GSK, therefore the following fields related to drug acquisition have been left blank: ACQUISITION_DATE, ACQUIRED_FROM_COMPANY, ACQUISITION_PRICE, ACQUISITION_PRICE_NONPUBLIC, ACQUISITION_PRICE_COMMENT, WAC_AT_ACQUISITION, YEAR_INTRODUCED, WAC_AT_INTRODUCTION."
Rx0000029,GlaxoSmithKline,03/31/2022,58160082311,SHINGRIX 0.5mL Vial; Dosage form: Injection; 10 Pack,01/01/2022,95.59,1715.68,,Single Source Drug,,1,,1,The price increase listed is not related to any identified or claimed change or improvement,,,,,,,,,,,,"Note on Acquisition Fields: This drug was developed by GSK, therefore the following fields related to drug acquisition have been left blank: ACQUISITION_DATE, ACQUIRED_FROM_COMPANY, ACQUISITION_PRICE, ACQUISITION_PRICE_NONPUBLIC, ACQUISITION_PRICE_COMMENT, WAC_AT_ACQUISITION, YEAR_INTRODUCED, WAC_AT_INTRODUCTION."
Rx0000029,GlaxoSmithKline,03/31/2022,69656010330,ZEJULA 100 mg 30 CAPSULE in 1 BOTTLE,01/01/2022,533.53,8155.33,,Single Source Drug,,1,,1,The price increase listed is not related to any identified or claimed change or improvement,,01/22/2019,"TESARO, INC",,1,,6584.00,,2018,6584.00,,"Note on Acquisition Fields
ACQUIRED_FROM_COMPANY: GSK acquired Zejula as a part of its overall acquisition of TESARO Inc, the company that developed Zejula, and there was no specific acquisition of Zejula itself
ACQUISITION_PRICE: GSK acquired Zejula as a part of its overall acquisition of TESARO Inc, the company that developed Zejula, and there was no specific acquisition of Zejula itself
WAC_YEAR_PRIOR_TO_ACQ: Zejula did not have a WAC one year prior to acquisition as it was not yet approved at that time"
Rx0000123,Greenwich Biosciences ,03/31/2022,70127010010,Epidiolex 100mg/mL bottle,01/10/2022,120.00,1540.00,03/01/2041,Single Source Drug,,1,"""Greenwich Biosciences, Inc. manufactures Specialty Pharmacy drugs for rare diseases that require a higher level of administration and effort to support patients. Product prices are determined by conducting extensive market research with Healthcare Providers (HCPs) to assess their perceptions of the clinical value delivered by our products. Greenwich also evaluates relevant market analogues to support a price increase. Greenwich engages its Pricing Committee to make price increase decisions. In doing so, the Pricing Committee balances capturing the product’s value with the priority of ensuring patient access. Specifically, the Pricing Committee considers the following factors in determining whether a price increase is warranted:
• Clinical value;
• HCP and Payer perceptions of a product’s clinical value;
• Patient access and affordability, in order to ensure our products are broadly available to HCPs and patients;  
• Research and Development costs associated with production of the drug;
• Historic WAC price;
• Greenwich's fiduciary responsibility to its shareholders.""",,,1,,,,,,,,,,,"""The patent expiration date contained in this report is limited to the patent information reported in the federal Food and Drug Administration’s Orange Book, as of April 26, 2022. As a result, the reported patent expiration date is limited to issued U.S. patents. Further, the reported patent expiration date does not reflect any pending patents, patent term extensions, pediatric exclusivity, or patent-related litigation, each of which is speculative and which may extend or shorten the reported expiration date.
Unit Sales Volume and Change Improvement: Per CA Health & Safety Code Section 127681(c) Greenwich Biosciences, Inc. respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available.
The drug was not was acquired from another manufacturer within the last five years."""
Rx0000164,"Harmony Biosciences, LLC",03/31/2022,72028017803,"Wakix Oral Tablet 17.8 MG, 30 each",01/03/2022,324.05,6804.95,09/26/2029,Single Source Drug,,1,"The pricing decisions are determined after careful consideration of many interdependent factors including but not limited to clinical and economic value of the particular therapy, therapeutic category, overall market dynamics, competitor pricing, discounts provided to customers, and overall research and development costs",,,1,,,,,,,,,,,
Rx0000164,"Harmony Biosciences, LLC",03/31/2022,72028004503,"Wakix Oral Tablet 4.45 MG, 30 each",01/03/2022,162.02,3402.47,09/26/2029,Single Source Drug,,1,"The pricing decisions are determined after careful consideration of many interdependent factors including but not limited to clinical and economic value of the particular therapy, therapeutic category, overall market dynamics, competitor pricing, discounts provided to customers, and overall research and development costs",,,1,,,,,,,,,,,
Rx0000040,"Ingenus Pharmaceuticals, LLC",06/30/2022,50742051330,Nitro-Dur Patch 0.1mg/hr 30 ct,04/11/2022,182.26,702.99,,Single Source Drug,520,,"Increased API, overhead, expenses, and distribution costs causing need for price increase",,No changes made,,,,,,,,,,,,
Rx0000040,"Ingenus Pharmaceuticals, LLC",06/30/2022,50742051430,Nitro-Dur Patch 0.2mg/hr 30 ct,04/11/2022,196.09,756.35,,Single Source Drug,398,,"Increased API, overhead, expenses, and distribution costs causing need for price increase",,No changes made,,,,,,,,,,,,
Rx0000040,"Ingenus Pharmaceuticals, LLC",06/30/2022,50742051530,Nitro-Dur Patch 0.3mg/hr 30 ct,04/11/2022,412.15,1589.73,,Single Source Drug,5100,,"Increased API, overhead, expenses, and distribution costs causing need for price increase",,No changes made,,,,,,,,,,,,
Rx0000040,"Ingenus Pharmaceuticals, LLC",06/30/2022,50742051630,Nitro-Dur Patch 0.4mg/hr 30 ct,04/11/2022,219.81,847.85,,Single Source Drug,284,,"Increased API, overhead, expenses, and distribution costs causing need for price increase",,No changes made,,,,,,,,,,,,
Rx0000040,"Ingenus Pharmaceuticals, LLC",06/30/2022,50742051730,Nitro-Dur Patch 0.6mg/hr 30 ct,04/11/2022,238.40,919.53,,Single Source Drug,291,,"Increased API, overhead, expenses, and distribution costs causing need for price increase",,No changes made,,,,,,,,,,,,
Rx0000040,"Ingenus Pharmaceuticals, LLC",06/30/2022,50742051830,Nitro-Dur Patch 0.8mg/hr 30 ct,04/11/2022,446.99,1724.12,,Single Source Drug,1908,,"Increased API, overhead, expenses, and distribution costs causing need for price increase",,No changes made,,,,,,,,,,,,
Rx0000287,Insmed Incorporated,03/31/2022,71558059028,AMIKACIN LIPOSOME INHALATION SUSPENSION EQ 590MG BASE/8.4ML (28 Vials),01/01/2022,990.53,13372.21,05/15/2035,Single Source Drug,,1,,1,,1,,,,,,,,,,,Product developed in-house
Rx0000266,"Intercept Pharmaceuticals, Inc.",03/31/2022,69516001030,Ocaliva (obeticholic acid) tablets 10mg 30ct,01/20/2022,448.18,8044.51,05/27/2036,Single Source Drug,,1,,1,,1,,,,,,,,,,,
Rx0000266,"Intercept Pharmaceuticals, Inc.",03/31/2022,69516000530,Ocaliva (obeticholic acid) tablets 5mg 30ct,01/20/2022,448.18,8044.51,05/27/2036,Single Source Drug,,1,,1,,1,,,,,,,,,,,
Rx0000084,"Ipsen Biopharmaceuticals, Inc. ",03/31/2022,15054104005,Drug product name: Increlex.  Drug product strength: 10 mg/ml.  Drug product dosage form: vial.   Drug product package size: 4ml.,01/01/2022,502.00,5629.00,03/11/2033,Single Source Drug,,1,,1,,1,,,,,,,,,,,"The information provided in response to 22 CCR § 96070(b)(6) is based upon patents listed in the FDA Orange Book.
The product was not acquired by Ipsen within the previous five years."
Rx0000084,"Ipsen Biopharmaceuticals, Inc. ",03/31/2022,15054004301,Drug product name: Onivyde.  Drug product strength: 43 mg/10 ml  (4.3 mg/ml).  Drug product dosage form: vial.  Drug product package size: 10ml.,01/01/2022,111.00,2583.00,10/15/2036,Single Source Drug,,1,,1,,1,04/03/2017,Merrimack Pharmaceuticals,,1,"For purposes of 22 CCR § 96070(b)(12)(c) (requirement to report the purchase price of the relevant drug, if the drug was acquired by the manufacturer within the previous five years), Ipsen purchased the global oncology assets of Merrimack Pharmaceuticals in April 2017, including Onivyde.  The purchase price of the drug product (as Ipsen understands that data element) is not in the public domain or otherwise publicly available.  However, information regarding Ipsen’s purchase of the assets from Merrimack Pharmaceuticals is available on p. 97, Note 12.1.1 of section 3.2.5, of the Registration Document located at: https://www.ipsen.com/websites/Ipsen_Online/wp-content/uploads/2018/03/15164935/IPSEN_DDR_2017_VA_complet_clean-003.pdf",1652.40,,2015,1620.00,,The information provided in response to 22 CCR § 96070(b)(6) is based upon patents listed in the FDA Orange Book.  The information provided in response to 22 CCR § 96070(b)(11) contains price increases for the drug product when the NDC for the product was 69171-0398-01
Rx0000084,"Ipsen Biopharmaceuticals, Inc. ",03/31/2022,15054112004,Drug product name: Somatuline Depot - New NDC.  Drug product strength: 120 mg/0.5 ml.  Drug product dosage form: syringe.  Drug product package size: .50 ml.,01/01/2022,412.00,9562.00,03/08/2020,Single Source Drug,,1,,1,,1,,,,,,,,,,,"This NDC was launched on September 1, 2019 and will replace NDC 15054112003. The information provided in response to 22 CCR § 96070(b)(6) is based upon patents listed in the FDA Orange Book."
Rx0000084,"Ipsen Biopharmaceuticals, Inc. ",03/31/2022,15054106004,Drug product name: Somatuline Depot - New NDC.  Drug product strength: 60 mg/0.2 ml.  Drug product dosage form: syringe.  Drug product package size: .20 ml.,01/01/2022,262.00,6088.00,03/08/2020,Single Source Drug,,1,,1,,1,,,,,,,,,,,"This NDC was launched on September 1, 2019 and will replace NDC 15054106003. The information provided in response to 22 CCR § 96070(b)(6) is based upon patents listed in the FDA Orange Book."
Rx0000084,"Ipsen Biopharmaceuticals, Inc. ",03/31/2022,15054109004,Drug product name: Somatuline Depot - New NDC.  Drug product strength: 90 mg/0.3 ml.  Drug product dosage form: syringe.  Drug product package size: .30 ml.,01/01/2022,349.00,8108.00,03/08/2020,Single Source Drug,,1,,1,,1,,,,,,,,,,,"This NDC was launched on September 1, 2019 and  will replace NDC 15054109003. The information provided in response to 22 CCR § 96070(b)(6) is based upon patents listed in the FDA Orange Book."
Rx0000084,"Ipsen Biopharmaceuticals, Inc. ",03/31/2022,15054112003,Drug product name: Somatuline Depot - Old NDC.  Drug product strength: 120 mg/0.5 ml.  Drug product dosage form: syringe.  Drug product package size: .50 ml.,01/01/2022,412.00,9562.00,03/08/2020,Single Source Drug,,1,,1,,1,,,,,,,,,,,"The information provided in response to 22 CCR § 96070(b)(6) is based upon patents listed in the FDA Orange Book.
The product was not acquired by Ipsen within the previous five years."
Rx0000084,"Ipsen Biopharmaceuticals, Inc. ",03/31/2022,15054109003,Drug product name: Somatuline Depot - Old NDC.  Drug product strength: 90 mg/0.3 ml.  Drug product dosage form: syringe.  Drug product package size: .30 ml.,01/01/2022,349.00,8108.00,03/08/2020,Single Source Drug,,1,,1,,1,,,,,,,,,,,"The information provided in response to 22 CCR § 96070(b)(6) is based upon patents listed in the FDA Orange Book.
The product was not acquired by Ipsen within the previous five years."
Rx0000084,"Ipsen Biopharmaceuticals, Inc. ",03/31/2022,15054106003,Drug product name: Somatuline Depot - Old NDC. Drug product strength: 60 mg/0.2 ml.  Drug product dosage form: syringe.  Drug product package size: .20 ml.,01/01/2022,262.00,6088.00,03/08/2020,Single Source Drug,,1,,1,,1,,,,,,,,,,,"The information provided in response to 22 CCR § 96070(b)(6) is based upon patents listed in the FDA Orange Book.
The product was not acquired by Ipsen within the previous five years."
Rx0000008,"Jazz Pharmaceuticals, Inc.",03/31/2022,68727010001,Xyrem 500 MG/ML Oral Solution 180 ml,01/10/2022,465.52,6010.00,09/15/2033,Single Source Drug,,1,"""Jazz Pharmaceuticals manufactures Specialty Pharmacy drugs for rare diseases that require a higher level of administration and effort to support patients. Product prices are determined by conducting extensive market research with Healthcare Providers (HCPs) to assess their perceptions of the clinical value delivered by our products. Jazz also evaluates relevant market analogues to support a price increase. Jazz engages its Pricing Committee to make price increase decisions. In doing so, the Pricing Committee balances capturing the product’s value with the priority of ensuring patient access. Specifically, the Pricing Committee considers the following factors in determining whether a price increase is warranted:
• Clinical value;
• HCP and Payer perceptions of a product’s clinical value;
• Patient access and affordability, in order to ensure our products are broadly available to HCPs and patients;  
• Research and Development costs associated with production of the drug;
• Historic WAC price;
• Jazz’s fiduciary responsibility to its shareholders.""",,,1,,,,,,,,,,,"""The patent expiration date contained in this report is limited to the patent information reported in the federal Food and Drug Administration’s Orange Book, as of April 26, 2022. As a result, the reported patent expiration date is limited to issued U.S. patents. Further, the reported patent expiration date does not reflect any pending patents, patent term extensions, pediatric exclusivity, or patent-related litigation, each of which is speculative and which may extend or shorten the reported expiration date.

Unit Sales Volume and Change Improvement: Per CA Health & Safety Code Section 127681(c) Jazz Pharmaceuticals respectfully declines to submit this information, as it is not otherwise in the public domain or publicly available. Columns N-U are intentionally left blank as this drug was not was acquired from another manufacturer within the last five years.                                                                                                                                                                                                                  """
Rx0000264,Kedrion Biopharma Inc.,03/31/2022,76125090010,Gammaked™ 10 g protein 100 mL,01/01/2022,78.00,1669.00,12/31/2023,Single Source Drug,66461,,Rising cost of plasma collection and and increased cost of manufacturing,,NA,,,,,,,,,,,,
Rx0000264,Kedrion Biopharma Inc.,03/31/2022,76125090020,Gammaked™ 20 g protein 200 mL,01/01/2022,156.00,3338.00,12/31/2023,Single Source Drug,84129,,Rising cost of plasma collection and and increased cost of manufacturing,,NA,,,,,,,,,,,,
Rx0000264,Kedrion Biopharma Inc.,03/31/2022,76125090050,Gammaked™ 5 g protein 50 mL,01/01/2022,39.00,834.50,12/31/2023,Single Source Drug,29199,,Rising cost of plasma collection and and increased cost of manufacturing,,NA,,,,,,,,,,,,
Rx0000083,Laboratoire HRA Pharma,03/31/2022,76336008060,Lysodren 500 mg tablets 100 count bottles,03/01/2022,152.01,1165.40,,Single Source Drug,,1,,1,,1,03/15/2018,BMS,,1,Trade secret of privately held company. This information is privy only to a few select executives.,479.95,479.95,1970,99.95,,Column 22 is a best estimate. Pricing software does not report that far back to my knowledge.
Rx0000083,Laboratoire HRA Pharma,03/31/2022,76336045518,Metopirone 250 mg capsules 18 count bottles,03/01/2022,144.93,724.65,,Single Source Drug,,1,,1,,1,03/01/2011,Novartis,,1,Trade secret of privately held company. Only a select few executives know the purchase price for this drug.,289.15,289.15,1961,99.95,,Column 22 is a best estimate. Pricing software does not report that far back to my knowledge.
Rx0000009,"Lantheus Medical Imaging, Inc.",03/31/2022,11994001116,"DEFINITY US 16Vial KIT.   INJECTION, SUSPENSION, 6.52 mg/mL.  16 VIAL, GLASS in 1 CARTON (11994-011-16)  > 1.5 mL in 1 VIAL, GLASS",01/01/2022,270.30,4775.36,05/04/2037,Single Source Drug,,1,,1,,1,,,,,,,,,,,
Rx0000009,"Lantheus Medical Imaging, Inc.",03/31/2022,11994001104,"DEFINITY US 4Vial KIT.  INJECTION, SUSPENSION, 6.52 mg/mL.  4 VIAL, GLASS in 1 CARTON (11994-011-04)  > 1.5 mL in 1 VIAL, GLASS",01/01/2022,90.10,1216.37,05/04/2037,Single Source Drug,,1,,1,,1,,,,,,,,,,,
Rx0000413,"Leadiant Biosciences, Inc.",03/31/2022,54482005401,Matulane (Procarbazine Hydrochloride) 50mg Capsules (100 p/bottle),01/01/2022,1561.19,11969.11,,Single Source Drug,,1,"Our pricing has been adjusted substantially in consideration of increased manufacturing and supply costs, increased regulatory maintenance costs, and decreasing volumes that make it incrementally onerous for Leadiant to keep Matulane in the market and available to patients.",,Not Applicable,,,,,,,,,,,,"We take decisions related to the pricing of our medicines very seriously. Given the complexities of manufacturing products for extremely small patient populations, and the difficulties of maintaining their availability to patients over time, Leadiant strives to find the right balance between ensuring that patients have access to the medicines they need while investing in new therapies for new groups of underserved populations. The costs to produce rare disease products typically increases over time, unlike most other industries. At the same time, our research and development costs are offset by revenues from our approved products."
Rx0000025,Lundbeck LLC,03/31/2022,67386082019,Northera 100mg. 90 Capsules,01/03/2022,153.26,3218.39,,Single Source Drug,,1,"""Brain health is Lundbeck’s sole focus and there is a high cost and high risk to developing and bringing therapies for brain diseases to market. As we price our therapies, we carefully balance the high-risk nature of this work with the needs of patients who depend on us to continue seeking new ways to improve their quality of life. Our pricing practices reflect these realities and focus on the value that our treatments bring to patients and society, the need to invest in continued innovation, and our commitment to affordability – offering patient assistance programs that can help ensure patients who rely on our medicines have access to our therapies.""",,,1,,,,,,,,,,,Acquisition fields not completed as product was not acquired in the last 5 years.
Rx0000025,Lundbeck LLC,03/31/2022,67386082119,Northera 200mg. 90 Capsules,01/03/2022,306.51,6436.76,,Single Source Drug,,1,"""Brain health is Lundbeck’s sole focus and there is a high cost and high risk to developing and bringing therapies for brain diseases to market. As we price our therapies, we carefully balance the high-risk nature of this work with the needs of patients who depend on us to continue seeking new ways to improve their quality of life. Our pricing practices reflect these realities and focus on the value that our treatments bring to patients and society, the need to invest in continued innovation, and our commitment to affordability – offering patient assistance programs that can help ensure patients who rely on our medicines have access to our therapies.""",,,1,,,,,,,,,,,Acquisition fields not completed as product was not acquired in the last 5 years.
Rx0000025,Lundbeck LLC,03/31/2022,67386082219,Northera 300mg. 90 Capsules,01/03/2022,459.77,9655.16,,Single Source Drug,,1,"""Brain health is Lundbeck’s sole focus and there is a high cost and high risk to developing and bringing therapies for brain diseases to market. As we price our therapies, we carefully balance the high-risk nature of this work with the needs of patients who depend on us to continue seeking new ways to improve their quality of life. Our pricing practices reflect these realities and focus on the value that our treatments bring to patients and society, the need to invest in continued innovation, and our commitment to affordability – offering patient assistance programs that can help ensure patients who rely on our medicines have access to our therapies.""",,,1,,,,,,,,,,,Acquisition fields not completed as product was not acquired in the last 5 years.
Rx0000025,Lundbeck LLC,03/31/2022,67386031401,Onfi 10mg. 100 Tablets,01/03/2022,120.61,2532.74,,Innovator Multiple Source Drug,,1,"""Brain health is Lundbeck’s sole focus and there is a high cost and high risk to developing and bringing therapies for brain diseases to market. As we price our therapies, we carefully balance the high-risk nature of this work with the needs of patients who depend on us to continue seeking new ways to improve their quality of life. Our pricing practices reflect these realities and focus on the value that our treatments bring to patients and society, the need to invest in continued innovation, and our commitment to affordability – offering patient assistance programs that can help ensure patients who rely on our medicines have access to our therapies.""",,,1,,,,,,,,,,,Acquisition fields not completed as product was not acquired in the last 5 years.
Rx0000025,Lundbeck LLC,03/31/2022,67386031501,Onfi 20mg. 100 Tablets,01/03/2022,241.21,5065.42,,Innovator Multiple Source Drug,,1,"""Brain health is Lundbeck’s sole focus and there is a high cost and high risk to developing and bringing therapies for brain diseases to market. As we price our therapies, we carefully balance the high-risk nature of this work with the needs of patients who depend on us to continue seeking new ways to improve their quality of life. Our pricing practices reflect these realities and focus on the value that our treatments bring to patients and society, the need to invest in continued innovation, and our commitment to affordability – offering patient assistance programs that can help ensure patients who rely on our medicines have access to our therapies.""",,,1,,,,,,,,,,,Acquisition fields not completed as product was not acquired in the last 5 years.
Rx0000025,Lundbeck LLC,03/31/2022,67386031321,Onfi Oral Suspension 2.5mg/mL 120mL Bottle,01/03/2022,63.37,1330.72,,Innovator Multiple Source Drug,,1,"""Brain health is Lundbeck’s sole focus and there is a high cost and high risk to developing and bringing therapies for brain diseases to market. As we price our therapies, we carefully balance the high-risk nature of this work with the needs of patients who depend on us to continue seeking new ways to improve their quality of life. Our pricing practices reflect these realities and focus on the value that our treatments bring to patients and society, the need to invest in continued innovation, and our commitment to affordability – offering patient assistance programs that can help ensure patients who rely on our medicines have access to our therapies.""",,,1,,,,,,,,,,,Acquisition fields not completed as product was not acquired in the last 5 years.
Rx0000025,Lundbeck LLC,03/31/2022,67386011101,Sabril 500mg. 100 Tablets,01/03/2022,1051.19,18571.01,,Innovator Multiple Source Drug,,1,"""Brain health is Lundbeck’s sole focus and there is a high cost and high risk to developing and bringing therapies for brain diseases to market. As we price our therapies, we carefully balance the high-risk nature of this work with the needs of patients who depend on us to continue seeking new ways to improve their quality of life. Our pricing practices reflect these realities and focus on the value that our treatments bring to patients and society, the need to invest in continued innovation, and our commitment to affordability – offering patient assistance programs that can help ensure patients who rely on our medicines have access to our therapies.""",,,1,,,,,,,,,,,Acquisition fields not completed as product was not acquired in the last 5 years.
Rx0000025,Lundbeck LLC,03/31/2022,67386021165,Sabril 500mg. 50 Packets 500mg. each,01/03/2022,525.60,9285.52,,Innovator Multiple Source Drug,,1,"""Brain health is Lundbeck’s sole focus and there is a high cost and high risk to developing and bringing therapies for brain diseases to market. As we price our therapies, we carefully balance the high-risk nature of this work with the needs of patients who depend on us to continue seeking new ways to improve their quality of life. Our pricing practices reflect these realities and focus on the value that our treatments bring to patients and society, the need to invest in continued innovation, and our commitment to affordability – offering patient assistance programs that can help ensure patients who rely on our medicines have access to our therapies.""",,,1,,,,,,,,,,,Acquisition fields not completed as product was not acquired in the last 5 years.
Rx0000025,Lundbeck LLC,03/31/2022,67386042101,Xenazine 12.5mg. 112 Tablets,01/03/2022,845.27,17750.67,,Innovator Multiple Source Drug,,1,"""Brain health is Lundbeck’s sole focus and there is a high cost and high risk to developing and bringing therapies for brain diseases to market. As we price our therapies, we carefully balance the high-risk nature of this work with the needs of patients who depend on us to continue seeking new ways to improve their quality of life. Our pricing practices reflect these realities and focus on the value that our treatments bring to patients and society, the need to invest in continued innovation, and our commitment to affordability – offering patient assistance programs that can help ensure patients who rely on our medicines have access to our therapies.""",,,1,,,,,,,,,,,Acquisition fields not completed as product was not acquired in the last 5 years.
Rx0000025,Lundbeck LLC,03/31/2022,67386042201,Xenazine 25.0mg. 112 Tablets,01/03/2022,1690.54,35501.35,,Innovator Multiple Source Drug,,1,"""Brain health is Lundbeck’s sole focus and there is a high cost and high risk to developing and bringing therapies for brain diseases to market. As we price our therapies, we carefully balance the high-risk nature of this work with the needs of patients who depend on us to continue seeking new ways to improve their quality of life. Our pricing practices reflect these realities and focus on the value that our treatments bring to patients and society, the need to invest in continued innovation, and our commitment to affordability – offering patient assistance programs that can help ensure patients who rely on our medicines have access to our therapies.""",,,1,,,,,,,,,,,Acquisition fields not completed as product was not acquired in the last 5 years.
Rx0000382,"Melinta Therapeutics, LLC",03/31/2022,70842016010,MINOCIN (Minocycline-Hydrochloride) is administered via intravenous form and packaged as 10 VIAL in 1 CARTON > 1 INJECTION in 1 VIAL (1mg dose),02/15/2022,205.00,2276.00,05/12/2031,Single Source Drug,,1,"Melinta seeks to provide innovative therapies to people impacted by acute and life-threatening illnesses and our vision is ensure that all people who need our therapies will receive them. Melinta is  committed to the responsible pricing of our products and our pricing methodology includes consideration of several financial and nonfinancial factors. 
Initial pricing, as well as any change in pricing, aims to reflect the clinical value of the product to patients and the healthcare system, while at the same time ensuring patient access.  Financial factors include both our current investments in MINOCIN (minocycline) for Injection, as well as consideration for potential future investments in research or other lifecycle related matters  that may be necessary.",,None - see cost increase factors statement.,,01/05/2018,The Medicines Company,,1,,1544.13,1544.13,2015,1470.60,,
